date_str,year_month,year,cost_gas_eur_mwh,cost_coal_eur_mwh,cost_diesel_eur_mwh,cost_uranium_eur_mwh,eu_ets_price_eur_tco2
2020-05-05,2020-05,2020,5.8,4.4726879073274635,,1.6919996027936843,
2020-05-06,2020-05,2020,5.53,4.533808223862657,,1.6919996027936843,
2020-05-07,2020-05,2020,5.39,4.556302332696017,,1.6919996027936843,
2020-05-08,2020-05,2020,5.29,4.54006612162073,,1.6919996027936843,
2020-05-09,2020-05,2020,5.46,4.54006612162073,,1.6919996027936843,
2020-05-10,2020-05,2020,5.63,4.54006612162073,,1.6919996027936843,
2020-05-11,2020-05,2020,5.81,4.5164148368325625,,1.6919996027936843,
2020-05-12,2020-05,2020,5.86,4.472170868243738,,1.6919996027936843,
2020-05-13,2020-05,2020,5.86,4.451087077724572,,1.6919996027936843,
2020-05-14,2020-05,2020,5.56,4.44357313356405,,1.6919996027936843,
2020-05-15,2020-05,2020,5.4,4.4333993684781845,,1.6919996027936843,
2020-05-16,2020-05,2020,5.15,4.4333993684781845,,1.6919996027936843,
2020-05-17,2020-05,2020,5.14,4.4333993684781845,,1.6919996027936843,
2020-05-18,2020-05,2020,5.67,4.450211223412681,,1.6919996027936843,
2020-05-19,2020-05,2020,5.42,4.378209339661983,,1.6919996027936843,
2020-05-20,2020-05,2020,5.24,4.356280594335958,,1.6919996027936843,
2020-05-21,2020-05,2020,5.1,4.334382846576453,,1.6919996027936843,
2020-05-22,2020-05,2020,4.32,4.335067535618778,,1.6919996027936843,
2020-05-23,2020-05,2020,4.31,4.335067535618778,,1.6919996027936843,
2020-05-24,2020-05,2020,4.17,4.335067535618778,,1.6919996027936843,
2020-05-25,2020-05,2020,4.87,4.335067535618778,,1.6919996027936843,
2020-05-26,2020-05,2020,5.23,4.360543928143091,,1.6919996027936843,
2020-05-27,2020-05,2020,4.78,4.329265247460805,,1.6919996027936843,
2020-05-28,2020-05,2020,5.44,4.315478187297896,,1.6919996027936843,
2020-05-29,2020-05,2020,5.5,4.28014220928593,,1.6919996027936843,
2020-05-30,2020-05,2020,5.38,4.28014220928593,,1.6919996027936843,
2020-05-31,2020-05,2020,5.69,4.28014220928593,,1.6919996027936843,
2020-06-01,2020-06,2020,6.25,4.938965413309819,,1.6919996027936843,
2020-06-02,2020-06,2020,6.03,5.150985269273687,,1.6919996027936843,
2020-06-03,2020-06,2020,6.46,5.094309867651667,,1.6919996027936843,
2020-06-04,2020-06,2020,5.22,5.002150008336481,,1.6919996027936843,
2020-06-05,2020-06,2020,5.61,5.000528643807987,,1.6919996027936843,
2020-06-06,2020-06,2020,5.53,5.000528643807987,,1.6919996027936843,
2020-06-07,2020-06,2020,4.86,5.000528643807987,,1.6919996027936843,
2020-06-08,2020-06,2020,6.1,4.970650405360622,,1.6919996027936843,
2020-06-09,2020-06,2020,5.79,4.922451442299979,,1.6919996027936843,
2020-06-10,2020-06,2020,5.49,4.851251907268585,,1.6919996027936843,
2020-06-11,2020-06,2020,5.13,4.793831586752017,,1.6919996027936843,
2020-06-12,2020-06,2020,5.27,4.864777110421641,,1.6919996027936843,
2020-06-13,2020-06,2020,5.47,4.864777110421641,,1.6919996027936843,
2020-06-14,2020-06,2020,6.34,4.864777110421641,,1.6919996027936843,
2020-06-15,2020-06,2020,7.17,4.918585585108096,,1.6919996027936843,
2020-06-16,2020-06,2020,7.6,4.859723029136156,,1.6919996027936843,
2020-06-17,2020-06,2020,7.8,4.874441952668114,,1.6919996027936843,
2020-06-18,2020-06,2020,8.25,4.8952532659535875,,1.6919996027936843,
2020-06-19,2020-06,2020,6.81,4.931099092396237,,1.6919996027936843,
2020-06-20,2020-06,2020,5.91,4.931099092396237,,1.6919996027936843,
2020-06-21,2020-06,2020,5.73,4.931099092396237,,1.6919996027936843,
2020-06-22,2020-06,2020,6.73,4.962340220226151,,1.6919996027936843,
2020-06-23,2020-06,2020,6.95,4.944640268053797,,1.6919996027936843,
2020-06-24,2020-06,2020,7.52,4.941221699015563,,1.6919996027936843,
2020-06-25,2020-06,2020,7.21,4.9682196061121235,,1.6919996027936843,
2020-06-26,2020-06,2020,6.86,4.991911515538029,,1.6919996027936843,
2020-06-27,2020-06,2020,6.3,4.991911515538029,,1.6919996027936843,
2020-06-28,2020-06,2020,6.44,4.991911515538029,,1.6919996027936843,
2020-06-29,2020-06,2020,7.38,5.460800908663048,,1.6919996027936843,
2020-06-30,2020-06,2020,7.39,5.423134306018027,,1.6919996027936843,
2020-07-01,2020-07,2020,7.18,5.494164763254823,,1.6919996027936843,
2020-07-02,2020-07,2020,6.31,5.5521452807840035,,1.6919996027936843,
2020-07-03,2020-07,2020,6.47,5.5521452807840035,,1.6919996027936843,
2020-07-04,2020-07,2020,4.55,5.5521452807840035,,1.6919996027936843,
2020-07-05,2020-07,2020,4.66,5.5521452807840035,,1.6919996027936843,
2020-07-06,2020-07,2020,6.13,5.592436496923771,,1.6919996027936843,
2020-07-07,2020-07,2020,6.85,5.500254346903293,,1.6919996027936843,
2020-07-08,2020-07,2020,7.99,5.398758545793646,,1.6919996027936843,
2020-07-09,2020-07,2020,8.07,5.330402963196668,,1.6919996027936843,
2020-07-10,2020-07,2020,6.17,5.316488495460603,,1.6919996027936843,
2020-07-11,2020-07,2020,5.27,5.316488495460603,,1.6919996027936843,
2020-07-12,2020-07,2020,4.81,5.316488495460603,,1.6919996027936843,
2020-07-13,2020-07,2020,5.12,5.295244185027228,,1.6919996027936843,
2020-07-14,2020-07,2020,5.11,5.257040571203465,,1.6919996027936843,
2020-07-15,2020-07,2020,4.92,5.275446256984793,,1.6919996027936843,
2020-07-16,2020-07,2020,5.92,5.272448142042885,,1.6919996027936843,
2020-07-17,2020-07,2020,5.92,5.316405373832857,,1.6919996027936843,
2020-07-18,2020-07,2020,5.34,5.316405373832857,,1.6919996027936843,
2020-07-19,2020-07,2020,5.65,5.316405373832857,,1.6919996027936843,
2020-07-20,2020-07,2020,5.78,5.265945220157346,,1.6919996027936843,
2020-07-21,2020-07,2020,7.49,5.317680453410944,,1.6919996027936843,
2020-07-22,2020-07,2020,7.16,5.30425039767352,,1.6919996027936843,
2020-07-23,2020-07,2020,7.52,5.277725001433812,,1.6919996027936843,
2020-07-24,2020-07,2020,6.86,5.249378200560627,,1.6919996027936843,
2020-07-25,2020-07,2020,6.09,5.249378200560627,,1.6919996027936843,
2020-07-26,2020-07,2020,5.88,5.249378200560627,,1.6919996027936843,
2020-07-27,2020-07,2020,7.2,5.218662016114916,,1.6919996027936843,
2020-07-28,2020-07,2020,6.94,5.177349973954457,,1.6919996027936843,
2020-07-29,2020-07,2020,6.92,5.204894045045419,,1.6919996027936843,
2020-07-30,2020-07,2020,7.71,5.1870180468353055,,1.6919996027936843,
2020-07-31,2020-07,2020,7.76,5.163485385901533,,1.6919996027936843,
2020-08-01,2020-08,2020,7.69,5.163485385901533,,1.6919996027936843,
2020-08-02,2020-08,2020,6.64,5.163485385901533,,1.6919996027936843,
2020-08-03,2020-08,2020,8.47,5.390582526028923,,1.6919996027936843,
2020-08-04,2020-08,2020,8.26,5.388839956255761,,1.6919996027936843,
2020-08-05,2020-08,2020,9.86,5.302684160642461,,1.6919996027936843,
2020-08-06,2020-08,2020,9.66,5.20462862398446,,1.6919996027936843,
2020-08-07,2020-08,2020,9.65,5.259914026408146,,1.6919996027936843,
2020-08-08,2020-08,2020,8.85,5.259914026408146,,1.6919996027936843,
2020-08-09,2020-08,2020,8.63,5.259914026408146,,1.6919996027936843,
2020-08-10,2020-08,2020,9.45,5.270489156759465,,1.6919996027936843,
2020-08-11,2020-08,2020,9.58,5.264506610445344,,1.6919996027936843,
2020-08-12,2020-08,2020,9.2,5.197025369651516,,1.6919996027936843,
2020-08-13,2020-08,2020,8.94,5.161375105937912,,1.6919996027936843,
2020-08-14,2020-08,2020,8.82,5.135840594124965,,1.6919996027936843,
2020-08-15,2020-08,2020,8.16,5.135840594124965,,1.6919996027936843,
2020-08-16,2020-08,2020,6.59,5.135840594124965,,1.6919996027936843,
2020-08-17,2020-08,2020,9.43,5.135790523237302,,1.6919996027936843,
2020-08-18,2020-08,2020,9.56,5.1047543159584485,,1.6919996027936843,
2020-08-19,2020-08,2020,8.59,5.058835957153568,,1.6919996027936843,
2020-08-20,2020-08,2020,8.66,5.067107058038555,,1.6919996027936843,
2020-08-21,2020-08,2020,8.5,5.043887933167348,,1.6919996027936843,
2020-08-22,2020-08,2020,7.67,5.043887933167348,,1.6919996027936843,
2020-08-23,2020-08,2020,7.72,5.043887933167348,,1.6919996027936843,
2020-08-24,2020-08,2020,10.24,5.081434687629358,,1.6919996027936843,
2020-08-25,2020-08,2020,11.35,5.098557784434524,,1.6919996027936843,
2020-08-26,2020-08,2020,12.6,5.081118423410989,,1.6919996027936843,
2020-08-27,2020-08,2020,12.6,5.082997419143303,,1.6919996027936843,
2020-08-28,2020-08,2020,10.98,5.0981269170308705,,1.6919996027936843,
2020-08-29,2020-08,2020,9.64,5.0981269170308705,,1.6919996027936843,
2020-08-30,2020-08,2020,10.07,5.0981269170308705,,1.6919996027936843,
2020-08-31,2020-08,2020,12.99,5.3754863736514595,,1.6919996027936843,
2020-09-01,2020-09,2020,11.96,5.412436506860047,,1.6919996027936843,
2020-09-02,2020-09,2020,11.32,5.311423274359779,,1.6919996027936843,
2020-09-03,2020-09,2020,11.15,5.350615426297498,,1.6919996027936843,
2020-09-04,2020-09,2020,11.17,5.343662622312665,,1.6919996027936843,
2020-09-05,2020-09,2020,12.01,5.343662622312665,,1.6919996027936843,
2020-09-06,2020-09,2020,12.45,5.343662622312665,,1.6919996027936843,
2020-09-07,2020-09,2020,10.67,5.343662622312665,,1.6919996027936843,
2020-09-08,2020-09,2020,11.18,5.3258448576930855,,1.6919996027936843,
2020-09-09,2020-09,2020,11.15,5.3647962208945605,,1.6919996027936843,
2020-09-10,2020-09,2020,11.21,5.379594429005842,,1.6919996027936843,
2020-09-11,2020-09,2020,10.78,5.376595819858672,,1.6919996027936843,
2020-09-12,2020-09,2020,9.89,5.376595819858672,,1.6919996027936843,
2020-09-13,2020-09,2020,9.78,5.376595819858672,,1.6919996027936843,
2020-09-14,2020-09,2020,11.54,5.378640988296769,,1.6919996027936843,
2020-09-15,2020-09,2020,11.98,5.371458608859432,,1.6919996027936843,
2020-09-16,2020-09,2020,12.33,5.398620676907416,,1.6919996027936843,
2020-09-17,2020-09,2020,12.67,5.406948226460234,,1.6919996027936843,
2020-09-18,2020-09,2020,11.33,5.396894463802765,,1.6919996027936843,
2020-09-19,2020-09,2020,10.68,5.396894463802765,,1.6919996027936843,
2020-09-20,2020-09,2020,10.55,5.396894463802765,,1.6919996027936843,
2020-09-21,2020-09,2020,11.75,5.3981094332903385,,1.6919996027936843,
2020-09-22,2020-09,2020,12.06,5.438894582400969,,1.6919996027936843,
2020-09-23,2020-09,2020,11.8,5.477088243222913,,1.6919996027936843,
2020-09-24,2020-09,2020,10.72,5.526838290049677,,1.6919996027936843,
2020-09-25,2020-09,2020,10.34,5.504092826750616,,1.6919996027936843,
2020-09-26,2020-09,2020,10.17,5.504092826750616,,1.6919996027936843,
2020-09-27,2020-09,2020,10.43,5.504092826750616,,1.6919996027936843,
2020-09-28,2020-09,2020,11.22,6.049936334950184,,1.6919996027936843,
2020-09-29,2020-09,2020,13.19,5.969555870356275,,1.6919996027936843,
2020-09-30,2020-09,2020,13.41,5.9897284930599834,,1.6919996027936843,
2020-10-01,2020-10,2020,11.22,5.997886881790462,,1.6919996027936843,
2020-10-02,2020-10,2020,11.14,5.899343405924306,,1.6919996027936843,
2020-10-03,2020-10,2020,11.87,5.899343405924306,,1.6919996027936843,
2020-10-04,2020-10,2020,11.97,5.899343405924306,,1.6919996027936843,
2020-10-05,2020-10,2020,12.15,6.037456354422051,,1.6919996027936843,
2020-10-06,2020-10,2020,12.53,6.016215860490561,,1.6919996027936843,
2020-10-07,2020-10,2020,13.18,6.033844816909957,,1.6919996027936843,
2020-10-08,2020-10,2020,13.31,6.023766811336966,,1.6919996027936843,
2020-10-09,2020-10,2020,13.07,6.01356740220983,,1.6919996027936843,
2020-10-10,2020-10,2020,12.57,6.01356740220983,,1.6919996027936843,
2020-10-11,2020-10,2020,12.72,6.01356740220983,,1.6919996027936843,
2020-10-12,2020-10,2020,12.42,5.910234800152898,,1.6919996027936843,
2020-10-13,2020-10,2020,12.91,5.874195548005237,,1.6919996027936843,
2020-10-14,2020-10,2020,13.12,5.926884406390424,,1.6919996027936843,
2020-10-15,2020-10,2020,14.39,5.915518645332361,,1.6919996027936843,
2020-10-16,2020-10,2020,14.95,5.970865311911368,,1.6919996027936843,
2020-10-17,2020-10,2020,15.27,5.970865311911368,,1.6919996027936843,
2020-10-18,2020-10,2020,14.71,5.970865311911368,,1.6919996027936843,
2020-10-19,2020-10,2020,14.48,5.987572789120459,,1.6919996027936843,
2020-10-20,2020-10,2020,14.57,5.949987701156486,,1.6919996027936843,
2020-10-21,2020-10,2020,14.91,5.867392943097106,,1.6919996027936843,
2020-10-22,2020-10,2020,15.25,5.891726946588951,,1.6919996027936843,
2020-10-23,2020-10,2020,15.45,5.9059435861810465,,1.6919996027936843,
2020-10-24,2020-10,2020,14.23,5.9059435861810465,,1.6919996027936843,
2020-10-25,2020-10,2020,13.97,5.9059435861810465,,1.6919996027936843,
2020-10-26,2020-10,2020,14.64,5.868530270732212,,1.6919996027936843,
2020-10-27,2020-10,2020,14.8,5.877526825504407,,1.6919996027936843,
2020-10-28,2020-10,2020,14.51,5.869309590092269,,1.6919996027936843,
2020-10-29,2020-10,2020,13.96,5.871330955991796,,1.6919996027936843,
2020-10-30,2020-10,2020,13.77,5.927549125001354,,1.6919996027936843,
2020-10-31,2020-10,2020,12.56,5.927549125001354,,1.6919996027936843,
2020-11-01,2020-11,2020,12.71,5.927549125001354,,1.6919996027936843,
2020-11-02,2020-11,2020,12.91,5.349971264906358,,1.6919996027936843,
2020-11-03,2020-11,2020,13.36,5.3918657246213115,,1.6919996027936843,
2020-11-04,2020-11,2020,13.7,5.3110137955156045,,1.6919996027936843,
2020-11-05,2020-11,2020,14.02,5.387207221614903,,1.6919996027936843,
2020-11-06,2020-11,2020,13.56,5.291348909281601,,1.6919996027936843,
2020-11-07,2020-11,2020,13.64,5.291348909281601,,1.6919996027936843,
2020-11-08,2020-11,2020,13.69,5.291348909281601,,1.6919996027936843,
2020-11-09,2020-11,2020,14.27,5.273264383219899,,1.6919996027936843,
2020-11-10,2020-11,2020,15.62,5.333713013175221,,1.6919996027936843,
2020-11-11,2020-11,2020,13.98,5.347955897963195,,1.6919996027936843,
2020-11-12,2020-11,2020,14.45,5.474930755667608,,1.6919996027936843,
2020-11-13,2020-11,2020,14.47,5.495442024806951,,1.6919996027936843,
2020-11-14,2020-11,2020,13.79,5.495442024806951,,1.6919996027936843,
2020-11-15,2020-11,2020,13.35,5.495442024806951,,1.6919996027936843,
2020-11-16,2020-11,2020,14.99,5.496764081777606,,1.6919996027936843,
2020-11-17,2020-11,2020,14.89,5.474649488207016,,1.6919996027936843,
2020-11-18,2020-11,2020,14.99,5.477879453041335,,1.6919996027936843,
2020-11-19,2020-11,2020,14.11,5.480103469743779,,1.6919996027936843,
2020-11-20,2020-11,2020,12.9,5.476580191063536,,1.6919996027936843,
2020-11-21,2020-11,2020,12.82,5.476580191063536,,1.6919996027936843,
2020-11-22,2020-11,2020,13.49,5.476580191063536,,1.6919996027936843,
2020-11-23,2020-11,2020,15.94,5.507638221907188,,1.6919996027936843,
2020-11-24,2020-11,2020,17.95,5.523869644273078,,1.6919996027936843,
2020-11-25,2020-11,2020,16.74,5.533179083679025,,1.6919996027936843,
2020-11-26,2020-11,2020,15.35,5.533179083679025,,1.6919996027936843,
2020-11-27,2020-11,2020,16.86,5.546607948661678,,1.6919996027936843,
2020-11-28,2020-11,2020,15.43,5.546607948661678,,1.6919996027936843,
2020-11-29,2020-11,2020,16.69,5.546607948661678,,1.6919996027936843,
2020-11-30,2020-11,2020,17.83,6.259768758592494,,1.6919996027936843,
2020-12-01,2020-12,2020,17.68,6.313246290938536,,1.6919996027936843,
2020-12-02,2020-12,2020,16.34,6.308156955933581,,1.6919996027936843,
2020-12-03,2020-12,2020,17.99,6.2669302270005485,,1.6919996027936843,
2020-12-04,2020-12,2020,16.37,6.382402191328128,,1.6919996027936843,
2020-12-05,2020-12,2020,16.49,6.382402191328128,,1.6919996027936843,
2020-12-06,2020-12,2020,16.65,6.382402191328128,,1.6919996027936843,
2020-12-07,2020-12,2020,16.51,6.374922848733724,,1.6919996027936843,
2020-12-08,2020-12,2020,16.06,6.384321362569577,,1.6919996027936843,
2020-12-09,2020-12,2020,19.82,6.41084012538401,,1.6919996027936843,
2020-12-10,2020-12,2020,18.17,6.509287341485618,,1.6919996027936843,
2020-12-11,2020-12,2020,16.71,6.590490836908853,,1.6919996027936843,
2020-12-12,2020-12,2020,16.89,6.590490836908853,,1.6919996027936843,
2020-12-13,2020-12,2020,16.33,6.590490836908853,,1.6919996027936843,
2020-12-14,2020-12,2020,18.74,6.626780213286403,,1.6919996027936843,
2020-12-15,2020-12,2020,18.89,6.684058064455313,,1.6919996027936843,
2020-12-16,2020-12,2020,20.26,6.6457094556697065,,1.6919996027936843,
2020-12-17,2020-12,2020,19.33,6.621041033398414,,1.6919996027936843,
2020-12-18,2020-12,2020,18.04,6.61200007743393,,1.6919996027936843,
2020-12-19,2020-12,2020,17.65,6.61200007743393,,1.6919996027936843,
2020-12-20,2020-12,2020,17.65,6.61200007743393,,1.6919996027936843,
2020-12-21,2020-12,2020,18.95,6.657328479162227,,1.6919996027936843,
2020-12-22,2020-12,2020,19.2,6.64100518657642,,1.6919996027936843,
2020-12-23,2020-12,2020,19.81,6.663350562657452,,1.6919996027936843,
2020-12-24,2020-12,2020,18.63,6.67082880118864,,1.6919996027936843,
2020-12-25,2020-12,2020,17.37,6.67082880118864,,1.6919996027936843,
2020-12-26,2020-12,2020,17.47,6.67082880118864,,1.6919996027936843,
2020-12-27,2020-12,2020,18.49,6.67082880118864,,1.6919996027936843,
2020-12-28,2020-12,2020,20.1,6.665359909976048,,1.6919996027936843,
2020-12-29,2020-12,2020,21.98,6.655353844392333,,1.6919996027936843,
2020-12-30,2020-12,2020,23.5,6.655353844392333,,1.6919996027936843,
2020-12-31,2020-12,2020,21.67,6.655353844392333,,1.6919996027936843,
2021-01-01,2021-01,2021,21.23,6.655353844392333,,1.8248735308331403,
2021-01-02,2021-01,2021,20.95,6.655353844392333,,1.8248735308331403,
2021-01-03,2021-01,2021,23.43,6.655353844392333,,1.8248735308331403,
2021-01-04,2021-01,2021,28.18,6.954425047048796,,1.8248735308331403,
2021-01-05,2021-01,2021,37.4,6.517727272012457,,1.8248735308331403,
2021-01-06,2021-01,2021,40.85,6.43200944927464,,1.8248735308331403,
2021-01-07,2021-01,2021,53.78,6.629727072148939,,1.8248735308331403,
2021-01-08,2021-01,2021,63.01,6.857573459432361,,1.8248735308331403,
2021-01-09,2021-01,2021,35.49,6.857573459432361,,1.8248735308331403,
2021-01-10,2021-01,2021,27.79,6.857573459432361,,1.8248735308331403,
2021-01-11,2021-01,2021,25.84,6.9004995952825885,,1.8248735308331403,
2021-01-12,2021-01,2021,31.24,7.147322884080045,,1.8248735308331403,
2021-01-13,2021-01,2021,30.07,7.06879819171566,,1.8248735308331403,
2021-01-14,2021-01,2021,31.24,7.045264009007793,,1.8248735308331403,
2021-01-15,2021-01,2021,28.4,6.915290393564912,,1.8248735308331403,
2021-01-16,2021-01,2021,26.42,6.915290393564912,,1.8248735308331403,
2021-01-17,2021-01,2021,23.28,6.915290393564912,,1.8248735308331403,
2021-01-18,2021-01,2021,31.51,6.915290393564912,,1.8248735308331403,
2021-01-19,2021-01,2021,29.96,6.8711797273032404,,1.8248735308331403,
2021-01-20,2021-01,2021,24.57,6.831265405289243,,1.8248735308331403,
2021-01-21,2021-01,2021,22.7,6.8494378068564785,,1.8248735308331403,
2021-01-22,2021-01,2021,22.05,6.820915448271173,,1.8248735308331403,
2021-01-23,2021-01,2021,25.63,6.820915448271173,,1.8248735308331403,
2021-01-24,2021-01,2021,23.84,6.820915448271173,,1.8248735308331403,
2021-01-25,2021-01,2021,22.94,6.80400555986246,,1.8248735308331403,
2021-01-26,2021-01,2021,22.73,6.837233410466027,,1.8248735308331403,
2021-01-27,2021-01,2021,19.11,6.8328667372601055,,1.8248735308331403,
2021-01-28,2021-01,2021,20.52,6.875709055290837,,1.8248735308331403,
2021-01-29,2021-01,2021,20.93,6.872288137366295,,1.8248735308331403,
2021-01-30,2021-01,2021,19.4,6.872288137366295,,1.8248735308331403,
2021-01-31,2021-01,2021,18.56,6.872288137366295,,1.8248735308331403,
2021-02-01,2021-02,2021,17.96,6.606665806335744,,1.8248735308331403,
2021-02-02,2021-02,2021,17.32,6.672491136122197,,1.8248735308331403,
2021-02-03,2021-02,2021,17.49,6.5001390544055715,,1.8248735308331403,
2021-02-04,2021-02,2021,18.04,6.620757074058476,,1.8248735308331403,
2021-02-05,2021-02,2021,18.32,6.826870926746385,,1.8248735308331403,
2021-02-06,2021-02,2021,17.64,6.826870926746385,,1.8248735308331403,
2021-02-07,2021-02,2021,17.26,6.826870926746385,,1.8248735308331403,
2021-02-08,2021-02,2021,18.34,6.963915107737499,,1.8248735308331403,
2021-02-09,2021-02,2021,18.24,6.986609182076051,,1.8248735308331403,
2021-02-10,2021-02,2021,18.48,6.897653533770999,,1.8248735308331403,
2021-02-11,2021-02,2021,18.31,6.805743195066179,,1.8248735308331403,
2021-02-12,2021-02,2021,16.92,6.784778486807986,,1.8248735308331403,
2021-02-13,2021-02,2021,16.86,6.784778486807986,,1.8248735308331403,
2021-02-14,2021-02,2021,16.07,6.784778486807986,,1.8248735308331403,
2021-02-15,2021-02,2021,15.52,6.784778486807986,,1.8248735308331403,
2021-02-16,2021-02,2021,16.37,6.637566393350484,,1.8248735308331403,
2021-02-17,2021-02,2021,16.39,6.6390461841525585,,1.8248735308331403,
2021-02-18,2021-02,2021,15.98,6.663555858690641,,1.8248735308331403,
2021-02-19,2021-02,2021,16.21,6.705405794687229,,1.8248735308331403,
2021-02-20,2021-02,2021,15.43,6.705405794687229,,1.8248735308331403,
2021-02-21,2021-02,2021,15.34,6.705405794687229,,1.8248735308331403,
2021-02-22,2021-02,2021,16.03,6.686351501799297,,1.8248735308331403,
2021-02-23,2021-02,2021,15.93,6.648981201571482,,1.8248735308331403,
2021-02-24,2021-02,2021,15.37,6.646888790370252,,1.8248735308331403,
2021-02-25,2021-02,2021,16.19,6.64143560978818,,1.8248735308331403,
2021-02-26,2021-02,2021,15.92,6.6575192346447825,,1.8248735308331403,
2021-02-27,2021-02,2021,15.26,6.6575192346447825,,1.8248735308331403,
2021-02-28,2021-02,2021,15.28,6.6575192346447825,,1.8248735308331403,
2021-03-01,2021-03,2021,16.79,6.655894032087869,,1.8248735308331403,
2021-03-02,2021-03,2021,16.28,6.743399803023163,,1.8248735308331403,
2021-03-03,2021-03,2021,16.71,6.688643535682283,,1.8248735308331403,
2021-03-04,2021-03,2021,16.51,6.641698568803464,,1.8248735308331403,
2021-03-05,2021-03,2021,16.49,6.6825866514768,,1.8248735308331403,
2021-03-06,2021-03,2021,16.51,6.6825866514768,,1.8248735308331403,
2021-03-07,2021-03,2021,17.07,6.6825866514768,,1.8248735308331403,
2021-03-08,2021-03,2021,16.87,6.752536124498884,,1.8248735308331403,
2021-03-09,2021-03,2021,17.25,6.8412973630629415,,1.8248735308331403,
2021-03-10,2021-03,2021,18.57,6.819898345842401,,1.8248735308331403,
2021-03-11,2021-03,2021,18.08,6.793497789842062,,1.8248735308331403,
2021-03-12,2021-03,2021,18.13,6.774843950101685,,1.8248735308331403,
2021-03-13,2021-03,2021,17.98,6.774843950101685,,1.8248735308331403,
2021-03-14,2021-03,2021,18.29,6.774843950101685,,1.8248735308331403,
2021-03-15,2021-03,2021,18.59,6.821008456799253,,1.8248735308331403,
2021-03-16,2021-03,2021,17.52,6.834865160921451,,1.8248735308331403,
2021-03-17,2021-03,2021,17.04,6.972587161661007,,1.8248735308331403,
2021-03-18,2021-03,2021,17.75,6.9817557950094145,,1.8248735308331403,
2021-03-19,2021-03,2021,17.38,7.035032296588778,,1.8248735308331403,
2021-03-20,2021-03,2021,16.47,7.035032296588778,,1.8248735308331403,
2021-03-21,2021-03,2021,16.93,7.035032296588778,,1.8248735308331403,
2021-03-22,2021-03,2021,18.47,7.08167178963899,,1.8248735308331403,
2021-03-23,2021-03,2021,19.66,7.0469023974625085,,1.8248735308331403,
2021-03-24,2021-03,2021,18.53,7.0969619645432775,,1.8248735308331403,
2021-03-25,2021-03,2021,18.94,7.1132642807903395,,1.8248735308331403,
2021-03-26,2021-03,2021,18.57,7.140494960470896,,1.8248735308331403,
2021-03-27,2021-03,2021,17.71,7.140494960470896,,1.8248735308331403,
2021-03-28,2021-03,2021,17.79,7.140494960470896,,1.8248735308331403,
2021-03-29,2021-03,2021,18.01,7.347243174575847,,1.8248735308331403,
2021-03-30,2021-03,2021,18.16,7.30566968765043,,1.8248735308331403,
2021-03-31,2021-03,2021,18.3,7.345687619402364,,1.8248735308331403,
2021-04-01,2021-04,2021,18.51,7.358125986877133,,1.8248735308331403,
2021-04-02,2021-04,2021,19.62,7.358125986877133,,1.8248735308331403,
2021-04-03,2021-04,2021,19.29,7.358125986877133,,1.8248735308331403,
2021-04-04,2021-04,2021,18.64,7.358125986877133,,1.8248735308331403,
2021-04-05,2021-04,2021,19.18,7.3335304609186895,,1.8248735308331403,
2021-04-06,2021-04,2021,19.93,7.317621317805493,,1.8248735308331403,
2021-04-07,2021-04,2021,21.58,7.118010802404414,,1.8248735308331403,
2021-04-08,2021-04,2021,21.08,6.937286180750668,,1.8248735308331403,
2021-04-09,2021-04,2021,21.07,6.964371931881138,,1.8248735308331403,
2021-04-10,2021-04,2021,20.28,6.964371931881138,,1.8248735308331403,
2021-04-11,2021-04,2021,19.81,6.964371931881138,,1.8248735308331403,
2021-04-12,2021-04,2021,21.7,7.066158622649424,,1.8248735308331403,
2021-04-13,2021-04,2021,21.41,7.114459507716899,,1.8248735308331403,
2021-04-14,2021-04,2021,21.13,7.121810283441347,,1.8248735308331403,
2021-04-15,2021-04,2021,21.79,7.338560176814575,,1.8248735308331403,
2021-04-16,2021-04,2021,22.24,7.357617619711339,,1.8248735308331403,
2021-04-17,2021-04,2021,21.25,7.357617619711339,,1.8248735308331403,
2021-04-18,2021-04,2021,22.55,7.357617619711339,,1.8248735308331403,
2021-04-19,2021-04,2021,23.78,7.33849979462788,,1.8248735308331403,
2021-04-20,2021-04,2021,21.8,7.276998507958883,,1.8248735308331403,
2021-04-21,2021-04,2021,23.28,7.310324156944883,,1.8248735308331403,
2021-04-22,2021-04,2021,22.18,7.3121730695604,,1.8248735308331403,
2021-04-23,2021-04,2021,22.22,7.310831263350565,,1.8248735308331403,
2021-04-24,2021-04,2021,19.39,7.310831263350565,,1.8248735308331403,
2021-04-25,2021-04,2021,20.35,7.310831263350565,,1.8248735308331403,
2021-04-26,2021-04,2021,22.28,7.280661021122559,,1.8248735308331403,
2021-04-27,2021-04,2021,22.6,7.295758690220626,,1.8248735308331403,
2021-04-28,2021-04,2021,23.2,7.2854682887750055,,1.8248735308331403,
2021-04-29,2021-04,2021,22.97,7.278329045733899,,1.8248735308331403,
2021-04-30,2021-04,2021,24.38,7.2684336841549175,,1.8248735308331403,
2021-05-01,2021-05,2021,22.83,7.2684336841549175,,1.8248735308331403,
2021-05-02,2021-05,2021,25.63,7.2684336841549175,,1.8248735308331403,
2021-05-03,2021-05,2021,26.87,7.9259718816701,,1.8248735308331403,
2021-05-04,2021-05,2021,26.4,8.000713184169392,,1.8248735308331403,
