elas_residential;elas_commercial;elas_industrial;eff_ph;pumped_hydro_cap_gw;eff_batt;decay_batt;loss_factor;ror_ramp;conv_hydro_ramp;ph_out_max;ph_in_max;batt_duration;ror_lo_high;ror_hi_high;ror_lo_med_high;ror_hi_med_high;ror_lo_med_low;ror_hi_med_low;ror_lo_low;ror_hi_low
0.015;0.03;0.05;0.75;15.0;0.95;0.001;0.015;0.2;0.1;0.75;1.0;0.25;0.30;0.50;0.20;0.40;0.15;0.30;0.10;0.15
